ID_W;ID_H;nfm;C5;E1_36B
2006;4900009;2;40;
2006;4900010;6;41;
2006;4900011;4;48;
2006;4900013;4;35;
2006;4900014;5;38;
2006;4900053;4;30;
2006;4900061;6;42;0,5
2006;4900301;2;40;
2006;4900302;4;41;
2006;4900303;5;50;
2006;5000003;1;20;
2006;5000004;3;16;
2006;5000006;2;25;
2006;5000010;3;12;
2006;5000012;2;20;
2006;5000013;1;30;
2006;5000015;4;60,2;
2006;5000016;2;36;
2006;5000051;3;26;
2006;5000052;2;25;
2006;5000053;4;20;
2006;5000055;3;25;
2006;5000056;10;28;
2006;5000057;4;20,39;
2006;5000059;1;18;
2006;5000060;2;30;
2006;5000301;7;54;
2006;5100001;3;0;
2006;5100002;5;45;
2006;5100003;6;0;
2006;5100004;4;0;1
2006;5100005;1;39;
2006;5100006;5;0;
2006;5100007;3;30;0,4
2006;5100009;6;0;
2006;5100011;4;30;
2006;5100051;3;0;
2006;5100052;4;0;
2006;5100301;3;60;
2006;5100302;2;35;
2006;5201002;1;18;
2006;5201003;5;49,9;
2006;5201004;2;39,4;0,1
2006;5201005;1;29;0,3
2006;5201008;1;18,1;
2006;5201009;4;39,1;
2006;5201010;2;39,1;
2006;5201051;4;52;0,3
2006;5201052;2;38;0,7
2006;5201091;2;0;1
2006;5201301;5;40;
2006;5201302;3;36;
2006;5201304;2;25;0,5
2006;5201307;1;46;
2006;5201308;3;27,7;
2006;5201310;3;63;
2006;5201311;5;0;
2006;5202002;2;18;
2006;5202004;1;40;0,2
2006;5202005;4;39;
2006;5202007;7;29,9;
2006;5202008;2;32;1
2006;5202009;6;0;
2006;5202010;3;42;0,3
2006;5202053;4;32,5;
2006;5202302;3;30,2;
2006;5202305;1;40;
2006;5202309;2;69,9;
2006;5202310;2;0;
2006;5203002;4;29;1
2006;5203003;5;30;
2006;5203302;2;16;
2006;5203303;2;37;
2006;5203305;4;44;0
2006;5203306;3;37,3;
2006;5203307;2;50;
2006;5203311;1;48;
2006;5203312;2;18;
2006;5203313;3;36,7;
2006;5203314;5;0;0,3
2006;5204001;1;16;
2006;5204003;3;0;
2006;5204004;3;37,4;
2006;5204005;4;46;0,4
2006;5204006;1;48;
2006;5204007;5;29,2;0,4
2006;5204008;5;32;
2006;5204009;4;40;0,4
2006;5204010;6;41;0,3
2006;5204011;2;0;
2006;5204305;4;29,9;
2006;5204308;2;14;0,3
2006;5204313;3;26,4;0,25
2006;5205001;3;61;0,2
2006;5205002;4;25,4;
2006;5205004;4;35;0,4
2006;5205005;3;38,1;
2006;5205007;2;32;
2006;5205008;3;18,5;0,3
2006;5205010;4;25;
2006;5205011;1;24;0,2
2006;5205301;4;32;
2006;5205302;3;27;
2006;5205304;2;46;
2006;5205305;5;0;
2006;5205306;1;39,4;
2006;5205309;4;40;
2006;5205310;4;24;0,5
2006;5205312;2;33;0
2006;5300001;4;18;
2006;5300002;2;27;0,4
2006;5300004;1;76;
2006;5300006;1;80;0,3
2006;5300009;4;36;
2006;5300010;2;18;0,5
2006;5300301;3;46,5;1
2006;5300303;7;45;0,3
2006;5300304;1;50;
2006;5400001;4;92;
2006;5400002;1;0;
2006;5400003;3;38;0,5
2006;5400004;1;18;
2006;5400005;5;110;0,5
2006;5400051;2;50;1
2006;5400301;1;20;
2006;5400302;2;80;
2006;5400304;4;24;
2006;5500005;2;30;0,3
2006;5500006;3;25;0,3
2006;5500008;5;30;0,2
2006;5500009;2;12;0,4
2006;5500011;5;57,3;0,4
2006;5500051;3;80;0,5
2006;5500052;1;12;
2006;5500053;3;28;0,1
2006;5500301;6;42;
2006;5500303;3;41;
2006;5600002;4;72;0,3
2006;5600003;4;60;
2006;5600004;3;42;
2006;5600005;2;28;0,5
2006;5600006;4;40;0
2006;5600007;3;40;0,6
2006;5600008;2;24,4;0,3
2006;5600010;1;15;
2006;5600053;3;22;
2006;5600301;4;16;
2006;5600303;2;50;
2006;5600304;4;36;
2006;5700001;2;34,2;0,5
2006;5700002;1;17,5;
2006;5700003;2;42;
2006;5700004;3;21;
2006;5700005;2;29;0,5
2006;5700006;2;80;
2006;5700007;3;28;0,6
2006;5700008;1;56;
2006;5700011;2;40;
2006;5700301;4;0;
2006;5700302;5;100;0,5
2006;5700303;5;56;
2006;5800002;3;49;
2006;5800003;1;36;
2006;5800004;3;27;
2006;5800005;3;45;
2006;5800006;3;32,1;
2006;5800007;3;36;
2006;5800008;3;28;
2006;5800009;5;42;
2006;5800010;2;40;0,1
2006;5800011;3;27,8;0,5
2006;5800012;3;33;
2006;5800013;2;49,7;
2006;5800014;2;55;
2006;5800015;2;28;0,5
2006;5800016;4;56;0,5
2006;5800017;3;36;
2006;5800018;2;68;
2006;5800019;2;32,1;
2006;5800021;3;62,3;0,3
2006;5800022;2;30,8;0,3
2006;5800023;3;58;
2006;5800024;6;50;
2006;5800025;4;40;
2006;5800026;2;41,3;
2006;5800027;3;36;
2006;5800028;3;42;
2006;5800029;3;53,7;
2006;5800030;1;38;
2006;5800031;4;34;
2006;5800032;2;12;
2006;5800033;3;9;
2006;5800034;4;28;
2006;5800035;3;52;
2006;5800036;2;18,9;0,2
2006;5800037;2;20;
2006;5800038;3;55,1;
2006;5800039;2;38;
2006;5800051;3;10;
2006;5800054;3;21;
2006;5800056;3;54;
2006;5800058;2;16;
2006;5800059;3;22;
2006;5800061;4;45;0,3
2006;5900001;6;12,6;
2006;5900002;1;55;
2006;5900003;2;32;
2006;5900005;3;15;
2006;5900006;3;29;
2006;5900008;2;47,5;
2006;5900009;4;36,9;
2006;5900011;2;12;
2006;5900012;4;39;
2006;5900053;4;13,1;
2006;5900054;3;38;
2006;5900055;3;42;
2006;5900301;3;42;
2006;5900302;4;25;
2006;6000001;4;81;
2006;6000002;2;42;
2006;6000003;2;66;
2006;6000004;4;42,5;
2006;6000005;2;35,4;0,5
2006;6000006;2;42;0,6
2006;6000007;2;35,6;
2006;6000009;2;35;
2006;6000011;4;43;0,5
2006;6000012;2;21;
2006;6000301;5;30;
2006;6100001;2;16;
2006;6100002;3;44;
2006;6100003;2;20;
2006;6100004;4;43,8;
2006;6100005;3;37;0,3
2006;6100006;3;30,8;
2006;6100008;6;40;
2006;6100009;1;30;
2006;6100010;2;33,6;
2006;6100011;6;69,9;0,3
2006;6100012;2;12;
2006;6100013;2;34,2;0,5
2006;6100051;2;40;
2006;6100052;4;14;
2006;6100054;2;32;
2006;6100056;1;40;
2006;6100302;3;42;
2006;6200001;3;49;
2006;6200002;3;132;
2006;6200003;2;42;
2006;6200004;2;44,2;
2006;6200005;4;32;0,2
2006;6200006;2;57,3;
2006;6200008;2;29;0,3
2006;6200009;1;11,5;
2006;6200010;3;30;
2006;6200011;5;66,5;
2006;6200051;3;39;
2006;6200052;5;66;
2006;6200054;3;35;
2006;6200301;4;36;0,2
2006;6300001;2;30;
2006;6300002;2;60;
2006;6300004;3;32,6;
2006;6300005;5;42;
2006;6300007;2;32;0,3
2006;6300009;4;32;
2006;6300011;3;36;
2006;6300012;3;44;
2006;6300013;3;37;
2006;6300051;3;30;
2006;6300091;2;40;0,5
2006;6300301;2;8;
2006;6300302;4;42,4;
2006;6400001;3;36;
2006;6400002;4;39,2;
2006;6400003;1;0;
2006;6400004;5;45;
2006;6400005;2;30;0
2006;6400007;2;49;
2006;6400008;6;43;
2006;6400009;4;39,2;
2006;6400010;2;40,2;0,2
2006;6400011;4;39,2;
2006;6400051;1;22;
2006;6400301;4;61;
2006;6400302;4;56;
2006;6500001;3;45;
2006;6500002;2;58;
2006;6500004;1;16;
2006;6500006;2;18;
2006;6500007;4;80;
2006;6500008;3;40;1
2006;6500011;2;50;
2006;6500053;3;59;
2006;6500054;5;40;
2006;6500056;3;12;
2006;6500057;1;56;
2006;6601001;2;39;0,3
2006;6601003;2;42;0,4
2006;6601004;1;34,8;0,3
2006;6601005;1;12;0,4
2006;6601007;3;8;0,14
2006;6601011;1;39;0,4
2006;6601012;3;28;
2006;6601013;1;31;0,2
2006;6601014;1;11;
2006;6601019;2;7;0,5
2006;6601020;1;9;
2006;6601051;3;12;0,9
2006;6601301;1;10;0,3
2006;6601303;2;14;0,2
2006;6601304;4;32;
2006;6601306;5;43;0,5
2006;6601311;2;12;
2006;6602001;1;28;
2006;6602002;2;42;0,5
2006;6602003;2;32;0,25
2006;6602004;4;40,6;0,3
2006;6602007;2;28;
2006;6602008;3;46;
2006;6602010;5;39,8;0
2006;6602011;4;28,8;0,4
2006;6602052;1;33;0,5
2006;6602054;2;32;0,3
2006;6602055;2;0;1
2006;6602058;3;18;
2006;6602301;3;24;
2006;6602305;1;12;
2006;6602308;3;16,8;
2006;6603001;3;32;
2006;6603002;5;48;
2006;6603004;3;38;0,5
2006;6603005;1;31,1;0,5
2006;6603006;3;37;
2006;6603009;2;45;0,3
2006;6603011;3;37,2;
2006;6603012;1;16,5;0,3
2006;6603013;2;48;
2006;6603015;3;26;0,3
2006;6603017;3;0;0,2
2006;6603051;1;17,5;0,3
2006;6603052;2;45;0,3
2006;6603053;3;32;1
2006;6603302;1;15;
2006;6603303;1;14;
2006;6604001;3;21;0,5
2006;6604002;2;40;0,5
2006;6604003;3;40;
2006;6604006;3;49;0,8
2006;6604007;4;39;
2006;6604010;4;46;0,25
2006;6604011;1;0;
2006;6604012;3;30;
2006;6604015;5;43;0,5
2006;6604017;8;57;0,5
2006;6604052;2;18;
2006;6604053;3;18;0,3
2006;6604055;2;12;0,3
2006;6604056;6;56;0,5
2006;6604057;3;36;0,5
2006;6604058;4;16;
2006;6604060;1;12;0,5
2006;6604304;1;30;
2006;6604305;2;26;
2006;6604308;1;17;
2006;6604311;2;17;0,5
2006;6605001;3;70;
2006;6605004;3;28;
2006;6605006;3;21;0,8
2006;6605007;3;18,7;
2006;6605008;3;29;1,5
2006;6605009;4;75,3;0,5
2006;6605011;1;12;
2006;6605014;2;0;0,5
2006;6605307;4;15;0,3
2006;6606002;4;40;0,3
2006;6606003;1;39,7;
2006;6606005;6;27,3;
2006;6606006;3;38;0,5
2006;6606008;4;39;0,5
2006;6606011;4;39;
2006;6606051;1;39,8;
2006;6606306;6;48,8;
2006;6606308;2;27;1
2006;6606311;4;30;
2006;6607003;2;26;
2006;6607005;3;49;0,4
2006;6607006;2;39;0,5
2006;6607007;3;26;
2006;6607009;4;39;0,5
2006;6607010;5;49,3;
2006;6607051;3;39,6;
2006;6608001;2;12;0,3
2006;6608002;3;26;
2006;6608003;3;38,5;0,6
2006;6608004;3;27;0,4
2006;6608005;1;14;
2006;6608006;2;16;
2006;6608007;2;33;
2006;6608010;3;50;0,6
2006;6608011;1;29;0,4
2006;6608013;3;27;0,3
2006;6608015;9;48,2;1
2006;6608016;3;22;
2006;6608018;3;13;0,3
2006;6608019;2;9;
2006;6608020;2;16;
2006;6608022;3;40;0,5
2006;6608023;1;12;0,2
2006;6608024;1;14;
2006;6608025;2;12;0,5
2006;6608051;3;12;0,4
2006;6608052;3;42;
2006;6608053;2;26;
2006;6608054;1;18;
2006;6608304;1;15,7;
2006;6609001;1;12;
2006;6609003;1;12;
2006;6609005;1;12;
2006;6609006;1;12;
2006;6609007;2;12;0,7
2006;6609008;1;12;
2006;6609010;1;12;0,2
2006;6609011;2;12;
2006;6609302;1;12;
2006;6609310;3;26;
2006;6610001;2;30;
2006;6610002;1;29,7;0,3
2006;6610003;4;50;1,2
2006;6610004;2;36;0,3
2006;6610005;3;49;0,3
2006;6610006;2;30;0,25
2006;6610007;3;30,4;
2006;6610008;2;30;
2006;6610009;6;29;
2006;6610011;2;36,9;
2006;6610012;3;39,1;0,3
2006;6610013;3;38;0,5
2006;6610051;2;50;
2006;6610053;1;20;
2006;6610054;4;35;
2006;6610303;1;0;
2006;6610309;5;49;
2006;6610310;2;28;0,3
2006;6701001;2;47,1;0,3
2006;6701002;1;29,6;
2006;6701003;1;30;0,3
2006;6701004;2;54;0,3
2006;6701006;1;21;
2006;6701007;1;26,9;
2006;6701008;4;41,8;
2006;6701009;4;27,3;0,7
2006;6701010;5;36;1
2006;6701013;2;17;1
2006;6701014;3;17;0,3
2006;6701016;3;16,2;0,6
2006;6701051;3;27,9;
2006;6701054;2;15,1;
2006;6701302;2;37,2;0,5
2006;6701303;2;29;
2006;6702001;2;30;0,5
2006;6702002;2;38;0,3
2006;6702003;1;28,3;
2006;6702004;2;29,8;0,3
2006;6702005;1;27,1;0,3
2006;6702006;1;28;
2006;6702007;3;44,9;
2006;6702008;2;30,4;0,4
2006;6702009;3;44;0,3
2006;6702010;1;42,2;
2006;6702011;3;36,2;
2006;6702012;2;28,1;0,5
2006;6702013;3;0;0,5
2006;6702051;3;27;0,4
2006;6702052;3;19,3;
2006;6702053;4;27,3;
2006;6702054;1;31;
2006;6702301;2;36,8;0,5
2006;6702302;4;0;0,5
2006;6702303;1;16,8;0,5
2006;6703001;3;24;
2006;6703002;1;32;0,3
2006;6703003;5;28;1
2006;6703005;5;48,3;0,5
2006;6703006;2;41,5;
2006;6703007;1;26,9;
2006;6703008;2;27,9;0,4
2006;6703009;3;17,4;0,5
2006;6703010;1;30,3;0,35
2006;6703011;3;43;
2006;6703012;3;0;0,5
2006;6703051;2;0;0,45
2006;6703052;1;12,1;
2006;6703053;1;0;
2006;6703055;2;25,9;0,3
2006;6703301;4;36,6;
2006;6703303;3;33;0,5
2006;6704001;2;32,7;
2006;6704002;1;30,7;
2006;6704004;4;0;1
2006;6704009;5;0;1
2006;6704010;2;30;0,3
2006;6704012;4;58;0,5
2006;6704052;2;42,9;
2006;6704053;1;0;
2006;6704301;3;17;0,5
2006;6704302;3;31;
2006;6704303;3;28;0,5
2006;6705002;3;76;
2006;6705003;2;28;
2006;6705005;2;43;0,3
2006;6705007;2;27,4;0,4
2006;6705008;3;24,6;0,4
2006;6705009;3;27,4;
2006;6705010;4;27,5;0,3
2006;6705012;1;0;
2006;6705013;3;18;0,2
2006;6705014;2;28,3;0,3
2006;6705301;2;29,3;0,3
2006;6705302;2;19,2;
2006;6706001;2;17;0,3
2006;6706002;1;29;
2006;6706003;2;32,8;0,3
2006;6706004;2;28,7;0,5
2006;6706005;1;36,7;0,3
2006;6706006;2;43,2;0,4
2006;6706008;3;40,3;
2006;6706011;2;28,6;
2006;6706012;4;28,4;
2006;6706013;4;42;
2006;6706015;5;28;
2006;6706302;1;0;
2006;6707001;1;22,3;0,5
2006;6707004;2;27,8;0,2
2006;6707005;2;43,3;
2006;6707007;2;25;
2006;6707009;2;28,8;
2006;6707010;4;130;0,5
2006;6707011;3;17;
2006;6707051;5;24,2;
2006;6707301;2;17,8;
2006;6707302;2;17,7;
2006;6708001;3;49;0,3
2006;6708002;3;21;0,3
2006;6708003;3;41,8;0,6
2006;6708004;1;26,8;0,5
2006;6708005;2;46;
2006;6708006;2;41,3;0,5
2006;6708007;3;26;
2006;6708008;4;42,5;0,5
2006;6708011;1;0;
2006;6708051;2;0;
2006;6708301;1;31,1;0,4
2006;6708302;1;17,5;0,3
2006;6708303;3;31;
2006;6800001;4;50;0,3
2006;6800002;1;0;
2006;6800003;3;0;0,5
2006;6800004;2;36;0,3
2006;6800005;2;0;0,5
2006;6800006;2;38;0,3
2006;6800007;2;35;0,3
2006;6800008;3;45;0,5
2006;6800009;2;38,9;0,5
2006;6800010;2;46;
2006;6800011;1;25;
2006;6800052;4;46,6;
2006;6800053;4;28,8;0,5
2006;6800301;5;46;
2006;6800302;3;25,8;
2006;6800303;3;50;
2006;6900002;2;0;
2006;6900003;2;27;
2006;6900004;3;40;1
2006;6900005;3;35;
2006;6900007;2;0;0,3
2006;6900008;2;27;0,3
2006;6900051;7;21,8;0,9
2006;6900054;3;0;0,3
2006;6900301;1;19,8;
2006;6900302;5;24,7;
2006;7001001;3;38;1
2006;7001002;2;32;
2006;7001003;1;18;0,33
2006;7001004;2;34;1
2006;7001014;3;34;
2006;7001051;5;41;1
2006;7001052;3;30;0,5
2006;7001053;1;19;0,25
2006;7001301;1;26,6;0,3
2006;7001307;2;28;0,5
2006;7002002;1;17;0,4
2006;7002003;3;39;1,5
2006;7002004;2;40;0,5
2006;7002006;2;28;
2006;7002008;3;29;
2006;7002010;2;42;0,9
2006;7002012;4;33;1
2006;7002051;3;20;0,3
2006;7002052;4;43;
2006;7002055;4;31;0,5
2006;7002056;3;18;0,5
2006;7002057;2;32;
2006;7002307;3;20;0,5
2006;7002308;1;20;
2006;7002309;2;27;
2006;7002310;1;18;
2006;7003001;2;16;0,5
2006;7003002;5;42;0,5
2006;7003003;1;20;
2006;7003004;2;30;
2006;7003006;2;38;
2006;7003007;3;25;0,5
2006;7003008;3;38;0,5
2006;7003009;2;17;0,5
2006;7003010;3;39;
2006;7003011;3;29;
2006;7003052;3;23;
2006;7003053;3;43;0,6
2006;7003306;2;31;0,5
2006;7004002;3;51;
2006;7004005;4;22,9;
2006;7004006;4;54;
2006;7004007;2;29;
2006;7004009;2;29,7;0,5
2006;7004010;3;32;
2006;7004011;2;30;
2006;7004055;4;32;
2006;7004058;2;18;
2006;7004059;1;0;
2006;7004302;2;18;
2006;7004305;2;22,7;
2006;7005001;1;30,6;0,4
2006;7005002;1;40;
2006;7005003;4;32;
2006;7005004;2;27;0,5
2006;7005005;2;39,9;
2006;7005007;2;27,5;0,3
2006;7005009;4;27;
2006;7005010;4;27,8;
2006;7005011;4;39,8;1,8
2006;7005012;3;30,6;0,8
2006;7005302;2;40;0,3
2006;7005303;4;39;0,5
2006;7005308;1;50;
2006;7005309;1;17;0,5
2006;7006002;2;26,5;0,8
2006;7006003;4;27;0,2
2006;7006004;3;16,9;0,8
2006;7006006;2;27;0,3
2006;7006007;4;26,8;0,3
2006;7006009;1;17;
2006;7006012;2;27;0,3
2006;7006013;3;37;
2006;7006017;3;24;
2006;7006052;3;39,9;0,4
2006;7006054;2;17;
2006;7006056;2;12;
2006;7006060;6;55;2
2006;7006063;2;28;
2006;7006302;6;59;0,5
2006;7006304;2;18;0,3
2006;7006307;3;0;0,3
2006;7006308;3;15,6;
2006;7006309;4;32;
2006;7007001;4;44,6;0,7
2006;7007003;6;38,9;
2006;7007004;2;12;
2006;7007006;2;46;
2006;7007008;3;38;
2006;7007010;4;39,6;1
2006;7007011;5;36,6;
2006;7007012;2;36,6;0,4
2006;7007052;3;40;1,6
2006;7007054;3;44;1
2006;7007055;2;45,7;
2006;7007056;5;30;0,43
2006;7007057;3;27;1,5
2006;7007058;3;13;0,3
2006;7007059;3;13;0,3
2006;7007062;3;17;0,4
2006;7007302;1;18;
2006;7007305;4;39,6;
2006;7007308;3;43;
2006;7008002;1;27;
2006;7008003;2;30;0,3
2006;7008006;1;27;0,4
2006;7008008;2;28;0,6
2006;7008012;4;29;
2006;7008014;3;38;0,3
2006;7008015;4;36;
2006;7008016;3;28;
2006;7008051;3;50;0,4
2006;7008052;2;33;0,4
2006;7008301;1;14;
2006;7008309;2;16;0,4
2006;7009001;1;20,4;0,3
2006;7009003;1;18;
2006;7009005;1;13;
2006;7009006;1;0;
2006;7009008;1;39;
2006;7009009;2;26;
2006;7009010;2;18;
2006;7009305;1;12;
2006;7009308;1;16;
2006;7009310;1;11;
2006;7010002;4;42,2;
2006;7010003;1;16,9;0,2
2006;7010004;1;34,3;
2006;7010006;2;19,3;
2006;7010007;4;57;
2006;7010008;3;36,2;
2006;7010009;2;36,9;
2006;7010010;3;32;
2006;7010011;1;30;
2006;7010012;3;19,2;0,2
2006;7010013;4;45,3;2
2006;7010014;1;18;1,5
2006;7010015;3;16,5;0,2
2006;7010052;1;17;
2006;7010053;1;48;1
2006;7010054;4;65;
2006;7010055;2;12;0,5
2006;7010056;1;0;
2006;7101001;2;14;0,8
2006;7101003;1;28,5;
2006;7101004;2;27;0,4
2006;7101005;4;23;
2006;7101007;2;27;
2006;7101008;5;27;
2006;7101009;2;24;
2006;7101010;1;0;
2006;7101011;3;18;0,2
2006;7101051;3;18;
2006;7101052;4;44;1
2006;7101303;4;32;1,5
2006;7101306;1;32;
2006;7101307;3;33;0,5
2006;7102001;2;35;
2006;7102002;2;45;0,4
2006;7102003;3;12;
2006;7102006;4;40;
2006;7102007;3;120;
2006;7102008;1;33;0,1
2006;7102009;3;0;1
2006;7102010;2;39,5;0,3
2006;7102011;3;41;
2006;7102013;2;18;
2006;7102014;3;60;0,3
2006;7102051;4;40;0,4
2006;7102052;4;0;0,5
2006;7102053;2;38;
2006;7102054;3;58;0,45
2006;7102055;1;28;
2006;7102302;2;18;
2006;7102307;3;34;
2006;7103001;3;36;
2006;7103002;5;46;
2006;7103003;2;31;0,2
2006;7103004;3;32;
2006;7103005;1;30;
2006;7103007;4;53;0,5
2006;7103010;3;37,1;
2006;7103011;2;33,2;
2006;7103051;3;9;
2006;7103052;2;30;
2006;7103053;2;0;
2006;7103054;2;12;0
2006;7103055;2;50,5;
2006;7103056;2;18;
2006;7103303;3;36;0,3
2006;7103304;3;28;0,3
2006;7103306;4;44,7;0,3
2006;7103308;2;26;
2006;7104001;1;18;
2006;7104003;1;18,3;0,3
2006;7104004;6;47;
2006;7104005;4;33;
2006;7104007;2;32;0,5
2006;7104009;2;39,39;0,5
2006;7104011;1;39,39;
2006;7104051;5;28;
2006;7104053;1;13;
2006;7104054;1;32,18;0,3
2006;7104055;2;12;0,5
2006;7104301;4;14;
2006;7104303;2;18;
2006;7104306;3;32;0,3
2006;7105001;2;32;
2006;7105002;2;26;
2006;7105003;1;31;0,25
2006;7105004;2;48;
2006;7105007;1;14,5;
2006;7105008;2;36,6;
2006;7105010;2;18;0,25
2006;7105011;2;36;0,8
2006;7105013;1;26;
2006;7105052;2;12;0,5
2006;7105054;1;11;
2006;7105304;4;46;2
2006;7105305;2;36;
2006;7105306;4;24;0,2
2006;7105308;3;37,8;0,5
2006;7106001;4;47;0,5
2006;7106005;2;11,3;
2006;7106007;4;38;
2006;7106008;2;15,7;
2006;7106009;5;30;1
2006;7106010;3;24;0,3
2006;7106011;4;22;1
2006;7106012;3;24;0,5
2006;7106013;3;13;
2006;7106014;3;24;
2006;7106051;4;0;
2006;7106053;2;0;
2006;7106301;2;35;
2006;7106302;2;12;
2006;7106305;2;62;
2006;7106306;1;56;
2006;7107001;2;18;0,2
2006;7107003;2;27,5;
2006;7107004;3;32;
2006;7107005;2;27,5;
2006;7107007;2;30;0,3
2006;7107008;5;41,6;
2006;7107009;3;15;
2006;7107010;2;26;1
2006;7107011;5;32;1
2006;7107013;1;16;
2006;7107304;2;40;
2006;7107307;1;36;
2006;7108001;3;23,5;
2006;7108003;1;42,3;0,4
2006;7108004;3;20;0,4
2006;7108005;3;37;
2006;7108006;6;50;
2006;7108009;4;18;0,2
2006;7108010;3;25;0,3
2006;7108011;2;36;
2006;7108052;3;42;1
2006;7108054;3;45;0,5
2006;7108056;2;18;
2006;7108303;2;35;
2006;7109001;5;60;
2006;7109002;1;28;
2006;7109007;2;18;
2006;7109011;3;18;0,3
2006;7109012;4;24;0,6
2006;7109013;1;20;
2006;7109014;1;80;
2006;7109301;1;13;
2006;7109307;1;15;
2006;7109308;3;27;0,5
2006;7110003;3;40;0,3
2006;7110004;1;11;0,3
2006;7110005;2;12,3;0,4
2006;7110008;4;40;1,5
2006;7110009;4;12;0,4
2006;7110010;1;13,5;
2006;7110013;3;18;
2006;7110015;1;13,4;0,21
2006;7110016;1;8;
2006;7110017;2;12;
2006;7110303;3;30;0,4
2006;7110306;2;16;0,56
2006;7110307;2;11;
2006;7110308;1;12;0,3
2006;7201001;2;30,2;
2006;7201002;4;25,3;0,4
2006;7201005;2;33,6;
2006;7201006;2;41,8;
2006;7201009;3;38,6;
2006;7201051;3;39,2;0,3
2006;7201302;1;15;
2006;7202001;2;18,1;0,3
2006;7202002;2;30,2;0,4
2006;7202004;3;30;0,4
2006;7202005;3;30;0,5
2006;7202006;3;30;0,7
2006;7202007;3;12;0,7
2006;7202008;3;40;0,6
2006;7202009;3;38;0,6
2006;7202010;5;40;1
2006;7202051;4;35;0,2
2006;7202053;3;30;0,6
2006;7202054;4;46;0,8
2006;7202302;3;26,2;0,6
2006;7202304;2;16,1;0,6
2006;7203001;4;27;
2006;7203002;3;30,2;0,3
2006;7203003;1;30,8;
2006;7203004;3;38,5;0,2
2006;7203006;3;39;0,3
2006;7203007;1;18;
2006;7203008;3;39,1;
2006;7203009;1;18,3;
2006;7203010;4;39;0,8
2006;7203013;1;30;0,4
2006;7203051;2;46;0,3
2006;7203052;1;17;0,4
2006;7203053;1;18;0,3
2006;7203054;6;47,9;
2006;7203056;2;18;0,3
2006;7203057;7;21,6;0,9
2006;7203058;3;24;0,2
2006;7203059;5;0;
2006;7203060;5;22,4;0,3
2006;7203061;3;29,8;0,3
2006;7203062;2;18;0,2
2006;7203301;3;14,2;0,3
2006;7203303;1;14,6;0,2
2006;7203306;3;21,5;
2006;7203307;5;21,6;0,5
2006;7203310;3;18;0,7
2006;7204001;2;28,8;
2006;7204002;2;19;0,4
2006;7204003;2;10;
2006;7204004;2;28;
2006;7204005;3;18;
2006;7204006;1;18;
2006;7204008;3;28;0,3
2006;7204012;3;28;0,3
2006;7204013;2;28;0,4
2006;7204014;4;26;
2006;7204051;2;12;
2006;7204052;2;18;0,4
2006;7204053;3;28,2;0,4
2006;7204301;4;38,2;0,4
2006;7204307;2;18;0,3
2006;7204309;5;38,4;0,5
2006;7205001;2;57,2;0,4
2006;7205002;2;58;0,5
2006;7205003;2;39,6;
2006;7205004;5;56;1,2
2006;7205005;1;32;0,3
2006;7205006;1;32;
2006;7205007;1;32;
2006;7205009;2;10;0,4
2006;7205010;1;22,2;0,3
2006;7205051;3;25,2;0,3
2006;7205052;3;18;0,4
2006;7205053;1;20;
2006;7205054;1;18;
2006;7205302;5;30,2;0,5
2006;7205303;2;38,4;0,3
2006;7206001;3;27,2;0,5
2006;7206002;5;36;0,5
2006;7206003;1;12;0,4
2006;7206005;4;50;2
2006;7206006;1;10,3;
2006;7206008;3;27;0,3
2006;7206009;1;30;0,4
2006;7206010;2;27;0,2
2006;7206011;2;27,1;0,2
2006;7206014;2;42;
2006;7206051;2;18;0,3
2006;7206052;3;15;0,4
2006;7206053;1;16,7;
2006;7206054;1;8;0,4
2006;7206055;2;15,2;0,3
2006;7206091;4;42;0,5
2006;7206307;6;30,2;0,3
2006;7207001;3;30;0,5
2006;7207003;1;30;
2006;7207007;2;38;0,4
2006;7207008;3;38,4;0,6
2006;7207009;1;28,3;0,3
2006;7207010;1;30;0,3
2006;7207011;2;38,7;0,3
2006;7207013;4;38,2;1
2006;7207053;3;30,3;0,5
2006;7207054;3;75;0,5
2006;7207055;3;15;0,5
2006;7207057;1;0;0,3
2006;7207304;2;20,4;0,2
2006;7207309;3;30,2;
2006;7208001;3;45;0,5
2006;7208003;3;28;0,5
2006;7208004;2;27;0,3
2006;7208005;2;27;0,5
2006;7208006;4;44,6;1,5
2006;7208007;1;44,6;0,5
2006;7208009;1;18;
2006;7208010;2;30;0,5
2006;7208301;4;20;0,5
2006;7208303;3;39;0,3
2006;7208307;5;32,7;0,3
2006;7208308;3;38;0,3
2006;7209002;4;38;0,3
2006;7209003;3;38,9;
2006;7209004;4;120;
2006;7209005;1;23;
2006;7209007;1;30,6;0,3
2006;7209009;2;19,8;
2006;7209010;2;39,4;0,3
2006;7209012;2;9;0,2
2006;7209013;3;39,2;0,3
2006;7209015;3;38;0,3
2006;7209051;3;30,8;0,3
2006;7209052;3;28;0,3
2006;7209053;2;18;0,3
2006;7209054;2;18;
2006;7209055;3;18;0,2
2006;7209056;2;18;
2006;7209302;2;18;0,2
2006;7209306;3;38,7;0,3
2006;7210001;1;9;
2006;7210002;5;39;0,4
2006;7210004;1;56,3;
2006;7210005;5;45,2;0,5
2006;7210006;2;34;
2006;7210007;3;50,1;
2006;7210009;3;40;
2006;7210010;3;53;
